AgentId,KnowledgeSourceType,MetricDate,Count of knowledge source in total sessions,Count of knowledge source in unengaged sessions,Count of knowledge source in engaged sessions,Count of knowledge source in resolved sessions,Count of knowledge source in escalated sessions,Count of knowledge source in abandoned sessions,Count of Knowledge sources in autonomous runs,Count of Knowledge sources in successful autonomous runs
aafe92e4-b32d-77f4-09ef-1d131aa5787e,PublicSiteSearchSource,2026-03-08,9,3,6,0,0,6,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-03-08,18,0,18,0,0,18,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,FederatedStructuredSearchSource,2026-03-08,3,0,3,0,0,3,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,DataverseStructuredSearchSource,2026-03-08,9,3,6,0,0,6,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-03-08,1,0,1,0,0,1,0,0
6e9a34df-277e-6c85-b9c2-a6d2157d7157,FileGroupKnowledgeSource,2026-03-08,2,0,2,0,0,2,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FileGroupKnowledgeSource,2026-03-08,2,0,2,0,0,2,0,0
0c365306-a082-7a05-e57c-e197d23fca15,Unknown,2026-03-08,3,0,3,0,0,3,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-03-08,3,0,3,0,0,3,0,0
f1f1cf16-d325-a148-a234-5d56c18758ae,SharePointSearchSource,2026-03-15,14,0,14,0,0,14,0,0
e2e9b9bf-687b-f74c-7d45-25f37498f19b,Unknown,2026-03-15,20,0,20,0,0,20,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-03-15,16,0,16,0,0,16,0,0
7575e67d-37b7-3365-a733-5e041f4480ff,Unknown,2026-03-15,1,0,1,0,0,1,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-03-15,34,0,34,0,0,34,0,0
e4cf2d10-ba29-5a61-46d6-73c2eb8aa7c7,FederatedStructuredSearchSource,2026-03-15,1,0,1,0,0,1,0,0
72a519ff-6d64-f497-ed4a-9e32137ef665,SharePointSearchSource,2026-03-15,24,0,24,0,0,24,0,0
f0d0a9bd-433c-deeb-63e8-4a4c455202fa,AzureAISearchSource,2026-03-15,128,120,8,0,0,8,0,0
779187a7-f95a-462b-88e2-3c2affe30386,FederatedStructuredSearchSource,2026-03-15,13,0,13,0,0,13,0,0
b1c8fde5-b9e3-717f-fb32-ad08179242df,SharePointSearchSource,2026-03-15,63,23,40,3,0,37,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,PublicSiteSearchSource,2026-03-15,7,0,7,0,0,7,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FileGroupKnowledgeSource,2026-03-15,1,0,1,0,0,1,0,0
3dea74d6-6253-e63b-6a41-e1eba6cb4cda,SharePointSearchSource,2026-03-15,30,0,30,0,0,30,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,FederatedStructuredSearchSource,2026-03-15,2,0,2,0,0,2,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-03-15,2,0,2,0,0,2,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,DataverseStructuredSearchSource,2026-03-15,21,0,21,0,0,21,0,0
84fd6b25-b55c-ae4d-4098-b607983fdcc8,SharePointSearchSource,2026-03-15,1,0,1,0,0,1,0,0
0cc128b8-60e7-2d86-1000-8ed0ab803cc1,SharePointSearchSource,2026-03-15,12,12,0,0,0,0,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-03-15,11,0,11,0,0,11,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-03-15,5,0,5,0,0,5,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-03-15,3,0,3,0,0,3,0,0
a8f60b92-9fd3-af9a-cb79-b096dfc8485b,SharePointSearchSource,2026-03-15,1,0,1,0,0,1,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,Unknown,2026-03-15,9,0,9,0,0,9,0,0
b7bdbd90-2944-3789-b262-645c86df4d6a,SharePointSearchSource,2026-03-15,19,0,19,0,11,8,0,0
3dea74d6-6253-e63b-6a41-e1eba6cb4cda,Unknown,2026-03-15,23,0,23,0,0,23,0,0
7b68615a-bd7e-8314-b571-8b3a3970c6e7,SharePointSearchSource,2026-03-15,141,0,141,6,0,135,0,0
7b68615a-bd7e-8314-b571-8b3a3970c6e7,FederatedStructuredSearchSource,2026-03-15,25,0,25,3,0,22,0,0
e2e9b9bf-687b-f74c-7d45-25f37498f19b,SharePointSearchSource,2026-03-15,20,0,20,0,0,20,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-03-15,28,0,28,0,24,4,0,0
33e839ea-074e-e138-16dc-4a867812860d,Unknown,2026-03-15,0,0,0,0,0,0,3,3
87393e81-7495-669f-21ae-593bef161fec,Unknown,2026-03-15,1,0,1,0,0,1,0,0
6f839a22-bcfd-8a3b-2e70-951c6674d89c,AzureAISearchSource,2026-03-15,2,0,2,0,0,2,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,SharePointSearchSource,2026-03-22,1,0,1,0,0,1,0,0
d19e3da9-341b-85b0-2815-36709f1edcbd,SharePointSearchSource,2026-03-22,2,0,2,0,0,2,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-03-22,11,0,11,0,0,11,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-03-22,11,0,11,0,0,11,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-03-22,6,0,6,0,0,6,0,0
deffc94e-2085-a2d0-1ac6-37bf55b759c9,SharePointSearchSource,2026-03-22,2,0,2,0,2,0,0,0
7b68615a-bd7e-8314-b571-8b3a3970c6e7,SharePointSearchSource,2026-03-22,41,0,41,0,0,41,0,0
afb1588e-9ed5-93ba-b6b4-5b09178f28cb,Unknown,2026-03-22,3,0,3,0,0,3,0,0
7b68615a-bd7e-8314-b571-8b3a3970c6e7,FederatedStructuredSearchSource,2026-03-22,6,0,6,0,0,6,0,0
cd3fb6c1-e656-d32a-360a-43bb466c6ce3,SharePointSearchSource,2026-03-22,3,0,3,0,0,3,0,0
33e839ea-074e-e138-16dc-4a867812860d,Unknown,2026-03-22,0,0,0,0,0,0,1,1
87393e81-7495-669f-21ae-593bef161fec,Unknown,2026-03-22,2,0,2,0,0,2,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-03-22,10,0,10,0,0,10,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,Unknown,2026-03-22,4,0,4,0,0,4,0,0
e4cf2d10-ba29-5a61-46d6-73c2eb8aa7c7,FederatedStructuredSearchSource,2026-03-22,9,0,9,0,0,9,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-03-22,33,0,33,0,0,33,0,0
308b83d4-b963-0f10-c220-dacf9cd5f2ad,SharePointSearchSource,2026-03-22,5,0,5,0,0,5,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,PublicSiteSearchSource,2026-03-22,2,0,2,0,0,2,0,0
b1c8fde5-b9e3-717f-fb32-ad08179242df,SharePointSearchSource,2026-03-22,1,0,1,0,0,1,0,0
ceede420-8909-11dc-8679-f8de582f2516,SharePointSearchSource,2026-03-22,5,0,5,0,0,5,0,0
e4cf2d10-ba29-5a61-46d6-73c2eb8aa7c7,Unknown,2026-03-22,11,0,11,0,0,11,0,0
f1f1cf16-d325-a148-a234-5d56c18758ae,SharePointSearchSource,2026-03-22,10,0,10,0,0,10,0,0
ceede420-8909-11dc-8679-f8de582f2516,FederatedStructuredSearchSource,2026-03-22,4,0,4,0,0,4,0,0
24e9c651-bcda-9de2-12b7-3c8c14f58c28,FederatedStructuredSearchSource,2026-03-22,2,0,2,0,0,2,0,0
e26b260b-f880-b728-73c2-c40eaeb01b87,SharePointSearchSource,2026-03-22,3,0,3,0,0,3,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-03-22,69,0,69,0,28,41,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,SharePointSearchSource,2026-03-22,1,0,1,0,0,1,0,0
c7f55dbb-2320-dd06-d650-1ff541f9a0a9,Unknown,2026-03-22,2,0,2,0,0,2,0,0
defb5cbe-823d-63d1-3cfd-be08db1961c8,SharePointSearchSource,2026-03-22,1,0,1,0,0,1,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-03-22,8,0,8,0,0,8,0,0
f0d0a9bd-433c-deeb-63e8-4a4c455202fa,AzureAISearchSource,2026-03-22,13,0,13,0,0,13,0,0
5cd1588b-b6ac-c38f-cc0b-b963910d377b,Unknown,2026-03-22,4,0,4,0,0,4,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FileGroupKnowledgeSource,2026-03-22,4,0,4,0,0,4,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,FederatedStructuredSearchSource,2026-03-22,1,0,1,0,0,1,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,DataverseStructuredSearchSource,2026-03-22,3,0,3,0,0,3,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-03-22,7,0,7,0,0,7,0,0
e26b260b-f880-b728-73c2-c40eaeb01b87,SharePointSearchSource,2026-03-29,38,3,35,0,0,35,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-03-29,6,0,6,0,0,6,0,0
ceede420-8909-11dc-8679-f8de582f2516,FederatedStructuredSearchSource,2026-03-29,4,0,4,0,0,4,0,0
ceede420-8909-11dc-8679-f8de582f2516,SharePointSearchSource,2026-03-29,3,0,3,0,0,3,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-03-29,1,0,1,0,0,1,0,0
c2549aa3-c5ed-3cd6-1c07-aecddf125dc0,SharePointSearchSource,2026-03-29,2,0,2,0,0,2,0,0
5cd1588b-b6ac-c38f-cc0b-b963910d377b,Unknown,2026-03-29,4,0,4,0,0,4,0,0
0cc128b8-60e7-2d86-1000-8ed0ab803cc1,SharePointSearchSource,2026-03-29,12,0,12,0,0,12,0,0
88df5d78-2875-0e48-4f24-7e5887fa7ccb,SharePointSearchSource,2026-03-29,9,0,9,0,0,9,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-03-29,9,0,9,0,0,9,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,SharePointSearchSource,2026-03-29,2,0,2,0,0,2,0,0
c7f55dbb-2320-dd06-d650-1ff541f9a0a9,Unknown,2026-03-29,1,0,1,0,0,1,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-03-29,1,0,1,0,0,1,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-03-29,6,0,6,0,0,6,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-03-29,7,0,7,0,0,7,0,0
432b3a6d-168a-a766-89d8-ef47a9c99084,Unknown,2026-03-29,8,0,8,0,0,8,0,0
1ab3ddec-7259-fae5-056b-65fb99d65601,SharePointSearchSource,2026-03-29,2,0,2,0,0,2,0,0
e27f4b6e-0562-e870-949f-19205bbb1063,SharePointSearchSource,2026-03-29,3,1,2,0,0,2,0,0
afb1588e-9ed5-93ba-b6b4-5b09178f28cb,Unknown,2026-03-29,1,0,1,0,0,1,0,0
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,SharePointSearchSource,2026-03-29,25,0,25,17,0,8,0,0
87393e81-7495-669f-21ae-593bef161fec,Unknown,2026-03-29,1,0,1,0,0,1,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,FederatedStructuredSearchSource,2026-03-29,2,0,2,0,0,2,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-03-29,13,0,13,0,0,13,0,0
8c50c8df-ee9c-c2c5-dcf5-44284d7cdef7,FederatedStructuredSearchSource,2026-03-29,2,0,2,0,0,2,0,0
8c50c8df-ee9c-c2c5-dcf5-44284d7cdef7,FederatedStructuredSearchSource,2026-04-05,2,0,2,0,0,2,0,0
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,SharePointSearchSource,2026-04-05,14,0,14,1,0,13,0,0
afb1588e-9ed5-93ba-b6b4-5b09178f28cb,Unknown,2026-04-05,1,0,1,0,0,1,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-04-05,11,0,11,0,1,10,0,0
87393e81-7495-669f-21ae-593bef161fec,Unknown,2026-04-05,1,0,1,0,0,1,0,0
563f71c5-1148-b938-3c8e-ce179379137d,Unknown,2026-04-05,1,0,1,0,0,1,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,SharePointSearchSource,2026-04-05,1,0,1,0,0,1,0,0
5d219438-2d67-fe69-b834-7a0bda67d91f,SharePointSearchSource,2026-04-05,5,0,5,0,0,5,0,0
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,FederatedStructuredSearchSource,2026-04-05,2,0,2,0,0,2,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,SharePointSearchSource,2026-04-05,1,0,1,0,0,1,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-04-05,9,0,9,0,0,9,0,0
e3b3040b-61d1-528d-1f62-be2d0226553b,Unknown,2026-04-05,1,0,1,0,0,1,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-04-05,4,0,4,0,0,4,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-04-05,6,0,6,0,0,6,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,SharePointSearchSource,2026-04-05,6,0,6,0,0,6,0,0
c7f55dbb-2320-dd06-d650-1ff541f9a0a9,Unknown,2026-04-05,2,0,2,0,0,2,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-04-05,7,0,7,0,0,7,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-04-05,3,0,3,0,0,3,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-04-05,28,0,28,0,0,28,0,0
4b72fa70-506f-feb1-ddd6-fbbe3f261865,FederatedStructuredSearchSource,2026-04-05,1,0,1,0,0,1,0,0
563f71c5-1148-b938-3c8e-ce179379137d,SharePointSearchSource,2026-04-05,3,0,3,0,0,3,0,0
f0d0a9bd-433c-deeb-63e8-4a4c455202fa,AzureAISearchSource,2026-04-05,4,0,4,0,0,4,0,0
f1f1cf16-d325-a148-a234-5d56c18758ae,SharePointSearchSource,2026-04-05,3,0,3,0,0,3,0,0
9344ef2c-794f-9d19-fbdb-006868a10afc,Unknown,2026-04-05,5,0,5,0,0,5,0,0
e26b260b-f880-b728-73c2-c40eaeb01b87,SharePointSearchSource,2026-04-05,59,16,43,3,0,40,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-04-05,9,0,9,0,0,9,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,Unknown,2026-04-12,3,0,3,0,0,3,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FileGroupKnowledgeSource,2026-04-12,3,0,3,0,0,3,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-04-12,8,0,8,0,0,8,0,0
c7f55dbb-2320-dd06-d650-1ff541f9a0a9,Unknown,2026-04-12,4,0,4,4,0,0,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,SharePointSearchSource,2026-04-12,6,0,6,6,0,0,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-04-12,4,0,4,4,0,0,0,0
84fd6b25-b55c-ae4d-4098-b607983fdcc8,SharePointSearchSource,2026-04-12,2,0,2,2,0,0,0,0
22c60af1-7353-6a92-4e50-18d2e056c738,Unknown,2026-04-12,2,0,2,0,0,2,0,0
9344ef2c-794f-9d19-fbdb-006868a10afc,Unknown,2026-04-12,29,16,13,13,0,0,0,0
e3b3040b-61d1-528d-1f62-be2d0226553b,SharePointSearchSource,2026-04-12,2,0,2,2,0,0,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-04-12,12,0,12,0,0,12,0,0
e08ef7fb-23eb-29be-aa79-cc41e2b2c689,SharePointSearchSource,2026-04-12,2,0,2,2,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,PublicSiteSearchSource,2026-04-12,3,0,3,0,0,3,0,0
886be1cd-d374-b473-eb5e-5e44351e0f6c,Unknown,2026-04-12,1,0,1,1,0,0,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-04-12,18,0,18,14,0,4,0,0
ceede420-8909-11dc-8679-f8de582f2516,SharePointSearchSource,2026-04-12,1,0,1,0,0,1,0,0
886be1cd-d374-b473-eb5e-5e44351e0f6c,FileGroupKnowledgeSource,2026-04-12,2,0,2,2,0,0,0,0
e3b3040b-61d1-528d-1f62-be2d0226553b,FederatedStructuredSearchSource,2026-04-12,3,0,3,3,0,0,0,0
e3b3040b-61d1-528d-1f62-be2d0226553b,FileGroupKnowledgeSource,2026-04-12,1,0,1,1,0,0,0,0
5e88ef75-87c3-3586-1c2b-456cbfa860ef,SharePointSearchSource,2026-04-12,1,0,1,1,0,0,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-04-12,2,0,2,0,0,2,0,0
f0d0a9bd-433c-deeb-63e8-4a4c455202fa,AzureAISearchSource,2026-04-12,4,0,4,4,0,0,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-04-12,10,0,10,0,0,10,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,SharePointSearchSource,2026-04-12,12,0,12,2,9,1,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-04-12,8,0,8,0,0,8,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-04-12,1,0,1,1,0,0,0,0
3a56460b-84a9-d33e-7c45-c9c85440b43d,SharePointSearchSource,2026-04-12,2,1,1,0,0,1,0,0
0c365306-a082-7a05-e57c-e197d23fca15,SharePointSearchSource,2026-04-19,5,0,5,5,0,0,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-04-19,7,0,7,0,0,7,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,FederatedStructuredSearchSource,2026-04-19,2,1,1,0,0,1,0,0
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,SharePointSearchSource,2026-04-19,37,1,36,13,0,23,0,0
afb1588e-9ed5-93ba-b6b4-5b09178f28cb,Unknown,2026-04-19,5,0,5,5,0,0,0,0
e3b3040b-61d1-528d-1f62-be2d0226553b,FileGroupKnowledgeSource,2026-04-19,2,0,2,0,0,2,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,SharePointSearchSource,2026-04-19,2,0,2,0,0,2,0,0
886be1cd-d374-b473-eb5e-5e44351e0f6c,DataverseStructuredSearchSource,2026-04-19,1,0,1,1,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,SharePointSearchSource,2026-04-19,33,0,33,11,0,22,0,0
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,FederatedStructuredSearchSource,2026-04-19,1,0,1,1,0,0,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-04-19,12,0,12,0,0,12,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,SharePointSearchSource,2026-04-19,16,0,16,14,0,2,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-04-19,28,0,28,0,0,28,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-04-19,7,0,7,7,0,0,0,0
c7f55dbb-2320-dd06-d650-1ff541f9a0a9,Unknown,2026-04-19,2,0,2,0,0,2,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,SharePointSearchSource,2026-04-19,16,0,16,14,0,2,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-04-19,18,2,16,16,0,0,0,0
88df5d78-2875-0e48-4f24-7e5887fa7ccb,SharePointSearchSource,2026-04-19,6,2,4,4,0,0,0,0
84fd6b25-b55c-ae4d-4098-b607983fdcc8,SharePointSearchSource,2026-04-19,6,0,6,6,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,Unknown,2026-04-19,7,0,7,4,0,3,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FileGroupKnowledgeSource,2026-04-19,6,0,6,0,0,6,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-04-19,17,0,17,0,0,17,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,FederatedStructuredSearchSource,2026-04-19,1,0,1,0,1,0,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-04-19,12,0,12,12,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,PublicSiteSearchSource,2026-04-19,22,0,22,2,0,20,0,0
886be1cd-d374-b473-eb5e-5e44351e0f6c,FileGroupKnowledgeSource,2026-04-19,1,0,1,1,0,0,0,0
e3b3040b-61d1-528d-1f62-be2d0226553b,FederatedStructuredSearchSource,2026-04-19,2,0,2,0,0,2,0,0
ceede420-8909-11dc-8679-f8de582f2516,SharePointSearchSource,2026-04-19,5,0,5,1,0,4,0,0
563f71c5-1148-b938-3c8e-ce179379137d,SharePointSearchSource,2026-04-19,3,0,3,3,0,0,0,0
ceede420-8909-11dc-8679-f8de582f2516,FederatedStructuredSearchSource,2026-04-19,3,0,3,0,0,3,0,0
22c60af1-7353-6a92-4e50-18d2e056c738,Unknown,2026-04-19,1,0,1,1,0,0,0,0
9344ef2c-794f-9d19-fbdb-006868a10afc,Unknown,2026-04-19,14,13,1,1,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,DataverseStructuredSearchSource,2026-04-19,6,0,6,2,0,4,0,0
e08ef7fb-23eb-29be-aa79-cc41e2b2c689,SharePointSearchSource,2026-04-19,1,0,1,1,0,0,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-04-19,17,0,17,0,0,17,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-04-26,7,0,7,0,0,7,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,FederatedStructuredSearchSource,2026-04-26,11,0,11,11,0,0,0,0
0cc128b8-60e7-2d86-1000-8ed0ab803cc1,SharePointSearchSource,2026-04-26,12,3,9,9,0,0,0,0
c7f55dbb-2320-dd06-d650-1ff541f9a0a9,Unknown,2026-04-26,1,0,1,1,0,0,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,SharePointSearchSource,2026-04-26,1,0,1,0,0,1,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,DataverseStructuredSearchSource,2026-04-26,3,0,3,0,0,3,0,0
65f50475-4310-c061-588a-0013c4281df5,SharePointSearchSource,2026-04-26,11,0,11,0,0,11,0,0
e26b260b-f880-b728-73c2-c40eaeb01b87,SharePointSearchSource,2026-04-26,9,0,9,3,0,6,0,0
ceede420-8909-11dc-8679-f8de582f2516,FederatedStructuredSearchSource,2026-04-26,2,0,2,1,0,1,0,0
886be1cd-d374-b473-eb5e-5e44351e0f6c,FileGroupKnowledgeSource,2026-04-26,1,0,1,0,0,1,0,0
e26b260b-f880-b728-73c2-c40eaeb01b87,FederatedStructuredSearchSource,2026-04-26,3,0,3,2,0,1,0,0
ceede420-8909-11dc-8679-f8de582f2516,SharePointSearchSource,2026-04-26,7,0,7,4,0,3,0,0
563f71c5-1148-b938-3c8e-ce179379137d,SharePointSearchSource,2026-04-26,4,0,4,4,0,0,0,0
f13ff83d-6efb-2358-1be9-2c3d123c3530,FederatedStructuredSearchSource,2026-04-26,1,0,1,1,0,0,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,SharePointSearchSource,2026-04-26,14,0,14,14,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,PublicSiteSearchSource,2026-04-26,3,0,3,0,0,3,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,SharePointSearchSource,2026-04-26,2,0,2,0,0,2,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,FederatedStructuredSearchSource,2026-04-26,4,0,4,4,0,0,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-04-26,8,0,8,0,1,7,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,FederatedStructuredSearchSource,2026-04-26,4,0,4,0,0,4,0,0
86b38839-1509-0ea8-5c97-e4e69f1d98cd,FederatedStructuredSearchSource,2026-04-26,5,0,5,5,0,0,0,0
87393e81-7495-669f-21ae-593bef161fec,Unknown,2026-04-26,1,0,1,0,1,0,0,0
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,SharePointSearchSource,2026-04-26,1,0,1,0,0,1,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-04-26,7,0,7,0,0,7,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-04-26,9,0,9,0,0,9,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,SharePointSearchSource,2026-04-26,38,0,38,12,13,13,0,0
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,FederatedStructuredSearchSource,2026-04-26,2,0,2,2,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,SharePointSearchSource,2026-04-26,7,0,7,0,0,7,0,0
6f839a22-bcfd-8a3b-2e70-951c6674d89c,AzureAISearchSource,2026-04-26,2,0,2,2,0,0,0,0
def46aa3-a5f8-bba0-cb4f-709330253b6d,FederatedStructuredSearchSource,2026-05-03,1,0,1,1,0,0,0,0
0c365306-a082-7a05-e57c-e197d23fca15,SharePointSearchSource,2026-05-03,1,0,1,1,0,0,0,0
87393e81-7495-669f-21ae-593bef161fec,SharePointSearchSource,2026-05-03,10,0,10,0,0,10,0,0
86b38839-1509-0ea8-5c97-e4e69f1d98cd,FederatedStructuredSearchSource,2026-05-03,1,0,1,1,0,0,0,0
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,SharePointSearchSource,2026-05-03,1,0,1,0,0,1,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,Unknown,2026-05-03,2,0,2,0,0,2,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,SharePointSearchSource,2026-05-03,5,0,5,0,0,5,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,SharePointSearchSource,2026-05-03,6,0,6,6,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,SharePointSearchSource,2026-05-03,7,1,6,0,0,6,0,0
3a56460b-84a9-d33e-7c45-c9c85440b43d,SharePointSearchSource,2026-05-03,7,0,7,7,0,0,0,0
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,FederatedStructuredSearchSource,2026-05-03,1,0,1,0,0,1,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,Unknown,2026-05-03,3,0,3,1,0,2,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,FederatedStructuredSearchSource,2026-05-03,4,0,4,0,0,4,0,0
