AgentId,MetricDate,Total sessions,Number of resolved sessions,Number of escalated sessions,Number of abandoned sessions,Number of engaged sessions,Number of unengaged sessions,Number of CSAT responses,Number of responses with CSAT rating of 1,Number of responses with CSAT rating of 2,Number of responses with CSAT rating of 3,Number of responses with CSAT rating of 4,Number of responses with CSAT rating of 5,Average duration of all sessions,Average duration of unengaged sessions,Average duration of engaged sessions,Average duration of resolved sessions,Average duration of escalated sessions,Average duration of abandoned sessions,Number of engaged sessions with knowledge sources used,Number of unengaged sessions with knowledge sources used,Number of resolved sessions with knowledge sources used,Number of escalated sessions with knowledge sources used,Number of abandoned sessions with knowledge sources used
abe21e26-cc0e-d6c4-f416-84aeaa58a705,2026-02-22,7,0,0,7,7,0,0,0,0,0,0,0,3260.0,,3260.0,,,3260.0,0,0,0,0,0
7ae41312-0222-e237-b333-d58b2fa829fb,2026-02-22,2,0,0,1,1,1,0,0,0,0,0,0,73.0,1.0,146.0,,,146.0,1,0,0,0,1
169d23ee-46b6-6035-1181-5a8f971e97d7,2026-02-22,23,0,0,11,11,12,0,0,0,0,0,0,290.26086956522,133.66666666667,461.45454545455,,,461.45454545455,0,0,0,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,2026-02-22,12,0,0,10,10,2,0,0,0,0,0,0,345.66666666667,35.0,407.9,,,407.9,9,0,0,0,9
0c365306-a082-7a05-e57c-e197d23fca15,2026-02-22,3,0,0,3,3,0,0,0,0,0,0,0,353.33333333333,,353.33333333333,,,353.33333333333,3,0,0,0,3
a583e4b5-b529-7c95-5af3-12c551d8f5ae,2026-02-22,5,0,0,2,2,3,0,0,0,0,0,0,129.8,190.33333333333,39.0,,,39.0,0,0,0,0,0
50285ca2-6592-9701-2f9e-9cbbb26700ae,2026-02-22,3,3,0,0,3,0,0,0,0,0,0,0,228.66666666667,,228.66666666667,228.66666666667,,,0,0,0,0,0
48e2700a-e001-847c-88f2-a2f32ed56e64,2026-02-22,1,0,1,0,1,0,0,0,0,0,0,0,37.0,,37.0,,37.0,,0,0,0,0,0
ceede420-8909-11dc-8679-f8de582f2516,2026-02-22,3,1,0,1,2,1,0,0,0,0,0,0,54.33333333333,2.0,80.5,5.0,,156.0,1,0,0,0,1
b1c8fde5-b9e3-717f-fb32-ad08179242df,2026-02-22,4,0,0,3,3,1,0,0,0,0,0,0,176.0,1.0,234.66666666667,,,234.66666666667,0,0,0,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,2026-02-22,12,4,1,7,12,0,1,0,0,0,0,1,108.66666666667,,108.66666666667,119.25,3.0,118.85714285714,8,0,3,0,5
ca11a10f-30ef-1139-4b02-dc3ade4436bb,2026-02-22,6,4,0,2,6,0,0,0,0,0,0,0,196.5,,196.5,283.0,,23.5,0,0,0,0,0
d188015f-7a62-4b41-8595-8708416a1a9d,2026-02-22,2,0,0,2,2,0,0,0,0,0,0,0,247.0,,247.0,,,247.0,2,0,0,0,2
65ade57c-ab2d-f32c-6d04-ca4362bcd111,2026-02-22,71,0,1,16,17,54,0,0,0,0,0,0,46.7323943662,27.42592592593,114.76470588235,,3.0,121.75,14,0,0,0,14
0cc128b8-60e7-2d86-1000-8ed0ab803cc1,2026-02-22,2,0,0,2,2,0,0,0,0,0,0,0,131.5,,131.5,,,131.5,0,0,0,0,0
2697718a-42c6-f250-aa5e-f0f8952c062b,2026-02-22,20,0,0,17,17,3,0,0,0,0,0,0,132.35,0.0,155.70588235294,,,155.70588235294,13,0,0,0,13
87393e81-7495-669f-21ae-593bef161fec,2026-02-22,7,0,1,5,6,1,0,0,0,0,0,0,171.42857142857,35.0,194.66666666667,,826.0,68.4,6,0,0,1,5
d02b8615-c9b2-83e9-6872-5b8a58a38c4c,2026-02-22,30,1,2,26,29,1,0,0,0,0,0,0,637.13333333333,0.0,659.13793103448,842.0,262.5,682.57692307692,12,0,0,0,12
be46af07-7683-9d65-b775-6587f2749483,2026-02-22,4,0,0,3,3,1,0,0,0,0,0,0,337.0,5.0,447.66666666667,,,447.66666666667,2,0,0,0,2
22c60af1-7353-6a92-4e50-18d2e056c738,2026-02-22,6,0,0,6,6,0,0,0,0,0,0,0,916.66666666667,,916.66666666667,,,916.66666666667,6,0,0,0,6
046d84d7-e990-f703-1ceb-9a11f30c3748,2026-02-22,3,0,0,2,2,1,0,0,0,0,0,0,296.66666666667,21.0,434.5,,,434.5,0,0,0,0,0
9799c30f-ca5d-fe6c-975c-0ab92564b02b,2026-02-22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0
1ab3ddec-7259-fae5-056b-65fb99d65601,2026-02-22,3,0,0,3,3,0,0,0,0,0,0,0,42.33333333333,,42.33333333333,,,42.33333333333,3,0,0,0,3
ab0e793c-922c-a546-1e96-a7e20fbfa785,2026-02-22,4,0,0,2,2,2,0,0,0,0,0,0,12.75,13.5,13.0,,,13.0,0,0,0,0,0
563f71c5-1148-b938-3c8e-ce179379137d,2026-02-22,2,0,0,2,2,0,0,0,0,0,0,0,156.5,,156.5,,,156.5,2,0,0,0,2
a365f549-7014-9540-5cdf-0a52448ad1b0,2026-02-22,2,0,0,1,1,1,0,0,0,0,0,0,91.0,2.0,180.0,,,180.0,0,0,0,0,0
dd4f770c-d6ba-d4eb-0822-e7c6df575129,2026-02-22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0
defb5cbe-823d-63d1-3cfd-be08db1961c8,2026-02-22,5,0,0,5,5,0,0,0,0,0,0,0,99.8,,99.8,,,99.8,2,0,0,0,2
1b9df7bf-87a9-3017-5d98-6e6b9125eec8,2026-02-22,3,0,0,3,3,0,0,0,0,0,0,0,11.66666666667,,11.66666666667,,,11.66666666667,0,0,0,0,0
e8ccc473-ef94-7a3d-efa0-a0a4c82fb291,2026-02-22,1,0,0,1,1,0,0,0,0,0,0,0,21.0,,21.0,,,21.0,0,0,0,0,0
9cd1c429-fd64-bef9-7d43-ef9b389c23bb,2026-02-22,1,1,0,0,1,0,0,0,0,0,0,0,109.0,,109.0,109.0,,,1,0,1,0,0
27e807a7-26de-f724-f67b-accc6e390973,2026-02-22,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,,,,,0,0,0,0,0
75d4fa33-7033-c6f5-b27f-5e9c678920f2,2026-02-22,2,0,0,2,2,0,0,0,0,0,0,0,54.0,,54.0,,,54.0,2,0,0,0,2
3baf12a4-9501-a528-b314-c920811a3df0,2026-02-22,3,0,0,3,3,0,0,0,0,0,0,0,63.33333333333,,63.33333333333,,,63.33333333333,3,0,0,0,3
3e51e456-f420-c291-9ea0-2b09a1b4c492,2026-02-22,3,0,0,3,3,0,0,0,0,0,0,0,373.66666666667,,373.66666666667,,,373.66666666667,2,0,0,0,2
5e6e2926-6798-bb2d-e2af-43a71af2b580,2026-02-22,2,0,0,2,2,0,0,0,0,0,0,0,216.5,,216.5,,,216.5,0,0,0,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,2026-02-22,1,0,0,0,0,1,0,0,0,0,0,0,32.0,32.0,,,,,0,1,0,0,0
65f50475-4310-c061-588a-0013c4281df5,2026-02-22,14,0,0,13,13,1,0,0,0,0,0,0,98.5,0.0,106.15384615385,,,106.15384615385,12,0,0,0,12
3df4e0f1-704f-5af7-e497-40652c5ca068,2026-02-22,11,0,3,5,8,3,0,0,0,0,0,0,974.72727272727,0.0,1341.0,,340.0,1942.2,3,0,0,0,3
f13ff83d-6efb-2358-1be9-2c3d123c3530,2026-02-22,1,0,0,1,1,0,0,0,0,0,0,0,53.0,,53.0,,,53.0,1,0,0,0,1
76d780bd-840a-d20b-98e0-d710b1e73125,2026-02-22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0
5c9da47b-7582-4247-b70c-b522a68412f3,2026-02-22,4,0,0,0,0,4,0,0,0,0,0,0,0.25,0.25,,,,,0,0,0,0,0
4458838b-ab24-351e-3f09-56524168fdd1,2026-02-22,79,0,0,1,1,78,0,0,0,0,0,0,320.58227848101,289.79487179487,2729.0,,,2729.0,0,0,0,0,0
720ea527-bf20-0f04-43a9-48bc33456a2a,2026-02-22,1,0,0,1,1,0,0,0,0,0,0,0,9.0,,9.0,,,9.0,0,0,0,0,0
6e658adc-fd2c-5e2d-4c87-36c2c1cb51c4,2026-02-22,1,0,0,1,1,0,0,0,0,0,0,0,998.0,,998.0,,,998.0,0,0,0,0,0
78ced8cc-bafa-8ffb-66f7-d4e32a37ad11,2026-02-22,1,0,0,0,0,1,0,0,0,0,0,0,9.0,9.0,,,,,0,0,0,0,0
50f916f3-2f84-4e0b-8468-8b8e8f506bc0,2026-02-22,2,0,0,1,1,1,0,0,0,0,0,0,139.0,1.0,278.0,,,278.0,0,0,0,0,0
432b3a6d-168a-a766-89d8-ef47a9c99084,2026-03-01,4,1,0,3,4,0,0,0,0,0,0,0,371.0,,371.0,3.0,,493.0,0,0,0,0,0
1b9df7bf-87a9-3017-5d98-6e6b9125eec8,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,6.0,,6.0,,,6.0,0,0,0,0,0
dd4f770c-d6ba-d4eb-0822-e7c6df575129,2026-03-01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,2026-03-01,4,0,0,3,3,1,0,0,0,0,0,0,40.25,6.0,51.66666666667,,,51.66666666667,0,0,0,0,0
1ab3ddec-7259-fae5-056b-65fb99d65601,2026-03-01,3,0,0,3,3,0,0,0,0,0,0,0,16.66666666667,,16.66666666667,,,16.66666666667,2,0,0,0,2
ab0e793c-922c-a546-1e96-a7e20fbfa785,2026-03-01,2,0,0,1,1,1,0,0,0,0,0,0,45.0,16.0,74.0,,,74.0,0,0,0,0,0
3baf12a4-9501-a528-b314-c920811a3df0,2026-03-01,3,0,0,0,0,3,0,0,0,0,0,0,65.0,65.0,,,,,0,0,0,0,0
75d4fa33-7033-c6f5-b27f-5e9c678920f2,2026-03-01,6,0,0,5,5,1,0,0,0,0,0,0,57.16666666667,0.0,68.8,,,68.8,3,0,0,0,3
2a86ae82-15b5-ddea-d76d-89c990609847,2026-03-01,2,0,0,0,0,2,0,0,0,0,0,0,16.0,16.0,,,,,0,0,0,0,0
cd4abd64-a84e-636f-227b-4ddecffedc37,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,46.0,,46.0,,,46.0,0,0,0,0,0
66302426-8710-46d1-a660-2947e9752ee5,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,865.0,,865.0,,,865.0,0,0,0,0,0
7e6c05b3-257f-1244-b073-3774075e92a7,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,1784.0,,1784.0,,,1784.0,1,0,0,0,1
7b68615a-bd7e-8314-b571-8b3a3970c6e7,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,199.0,,199.0,,,199.0,1,0,0,0,1
118296c7-d829-9f53-077b-1a1c1d0710fe,2026-03-01,6,0,0,6,6,0,0,0,0,0,0,0,129.0,,129.0,,,129.0,5,0,0,0,5
b950741e-e5d5-31e5-b7bd-a2b94c5b2a45,2026-03-01,2,0,1,1,2,0,0,0,0,0,0,0,233.0,,233.0,,284.0,183.0,0,0,0,0,0
5cd1588b-b6ac-c38f-cc0b-b963910d377b,2026-03-01,9,0,0,5,5,4,0,0,0,0,0,0,277.0,37.0,469.0,,,469.0,4,0,0,0,4
6f839a22-bcfd-8a3b-2e70-951c6674d89c,2026-03-01,3,1,0,2,3,0,0,0,0,0,0,0,121.0,,121.0,2.0,,181.0,2,0,0,0,2
e8ccc473-ef94-7a3d-efa0-a0a4c82fb291,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,1167.0,,1167.0,,,1167.0,0,0,0,0,0
65f50475-4310-c061-588a-0013c4281df5,2026-03-01,18,0,0,14,14,4,0,0,0,0,0,0,102.61111111111,3.5,131.07142857143,,,131.07142857143,11,0,0,0,11
3df4e0f1-704f-5af7-e497-40652c5ca068,2026-03-01,7,0,0,6,6,1,0,0,0,0,0,0,2253.0,0.0,2628.5,,,2628.5,6,0,0,0,6
8785182c-24d6-7f79-5dc9-9ac9fd249562,2026-03-01,2,0,0,2,2,0,0,0,0,0,0,0,393.0,,393.0,,,393.0,1,0,0,0,1
2920b541-6b76-4319-bbc4-a54dbd45e9da,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,54.0,,54.0,,,54.0,0,0,0,0,0
5e6e2926-6798-bb2d-e2af-43a71af2b580,2026-03-01,3,0,0,3,3,0,0,0,0,0,0,0,37.0,,37.0,,,37.0,0,0,0,0,0
cd3fb6c1-e656-d32a-360a-43bb466c6ce3,2026-03-01,22,2,4,9,15,7,0,0,0,0,0,0,1421.13636363636,506.42857142857,1849.0,1497.5,710.0,2434.33333333333,11,3,2,2,7
50f916f3-2f84-4e0b-8468-8b8e8f506bc0,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,830.0,,830.0,,,830.0,0,0,0,0,0
4458838b-ab24-351e-3f09-56524168fdd1,2026-03-01,43,0,0,1,1,42,0,0,0,0,0,0,318.3488372093,325.47619047619,20.0,,,20.0,0,0,0,0,0
720ea527-bf20-0f04-43a9-48bc33456a2a,2026-03-01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0
6e658adc-fd2c-5e2d-4c87-36c2c1cb51c4,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,76.0,,76.0,,,76.0,0,0,0,0,0
5c9da47b-7582-4247-b70c-b522a68412f3,2026-03-01,5,0,1,1,2,3,0,0,0,0,0,0,58.4,0.0,147.0,,272.0,23.0,1,0,0,0,1
034a44d2-7805-0e84-b7d4-4dcb7f0f244d,2026-03-01,27,0,0,20,20,7,0,0,0,0,0,0,120.37037037037,1.57142857143,162.25,,,162.25,13,0,0,0,13
76d780bd-840a-d20b-98e0-d710b1e73125,2026-03-01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0
23fd8312-38e1-d7b8-50c7-0237873eb3c5,2026-03-01,2,0,0,1,1,1,0,0,0,0,0,0,160.5,3.0,318.0,,,318.0,1,0,0,0,1
169d23ee-46b6-6035-1181-5a8f971e97d7,2026-03-01,28,2,0,9,11,17,0,0,0,0,0,0,350.14285714286,461.88235294118,179.0,5.0,,217.77777777778,0,0,0,0,0
5e88ef75-87c3-3586-1c2b-456cbfa860ef,2026-03-01,2,0,0,0,0,2,0,0,0,0,0,0,2.0,2.0,,,,,0,0,0,0,0
6e9a34df-277e-6c85-b9c2-a6d2157d7157,2026-03-01,6,0,0,4,4,2,0,0,0,0,0,0,65.0,1.0,98.0,,,98.0,1,0,0,0,1
aafe92e4-b32d-77f4-09ef-1d131aa5787e,2026-03-01,8,1,1,4,6,2,0,0,0,0,0,0,1259.0,2086.0,983.5,104.0,490.0,1327.0,1,0,0,0,1
5ef3907a-f437-47a5-a930-652e6ba60c02,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,786.0,,786.0,,,786.0,0,0,0,0,0
abe21e26-cc0e-d6c4-f416-84aeaa58a705,2026-03-01,14,0,0,6,6,8,0,0,0,0,0,0,454.92857142857,80.0,955.66666666667,,,955.66666666667,0,0,0,0,0
c7f55dbb-2320-dd06-d650-1ff541f9a0a9,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,40.0,,40.0,,,40.0,1,0,0,0,1
b1c8fde5-b9e3-717f-fb32-ad08179242df,2026-03-01,4,0,0,0,0,4,0,0,0,0,0,0,70.5,70.5,,,,,0,0,0,0,0
1668842b-c681-5d4f-96da-204528f82c27,2026-03-01,2,0,0,2,2,0,0,0,0,0,0,0,118.0,,118.0,,,118.0,2,0,0,0,2
ceede420-8909-11dc-8679-f8de582f2516,2026-03-01,4,0,0,4,4,0,0,0,0,0,0,0,361.5,,361.5,,,361.5,3,0,0,0,3
4c2b043e-16ab-cca4-9170-4ea3b43d41c4,2026-03-01,6,0,1,5,6,0,0,0,0,0,0,0,110.5,,110.5,,102.0,112.2,0,0,0,0,0
eab9431f-4fb2-89bf-0200-7cf95b531b52,2026-03-01,2,0,0,0,0,2,0,0,0,0,0,0,131.0,131.0,,,,,0,0,0,0,0
48e2700a-e001-847c-88f2-a2f32ed56e64,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,391.0,,391.0,,,391.0,0,0,0,0,0
59009651-a5e1-cf24-e54d-53a39c82cd5d,2026-03-01,3,0,0,2,2,1,0,0,0,0,0,0,510.0,2.0,764.0,,,764.0,0,0,0,0,0
50285ca2-6592-9701-2f9e-9cbbb26700ae,2026-03-01,9,0,8,1,9,0,0,0,0,0,0,0,97.11111111111,,97.11111111111,,97.25,97.0,0,0,0,0,0
0c365306-a082-7a05-e57c-e197d23fca15,2026-03-01,3,0,0,3,3,0,0,0,0,0,0,0,631.66666666667,,631.66666666667,,,631.66666666667,3,0,0,0,3
66a8e0a3-0107-05c0-255b-694508dc133f,2026-03-01,3,0,0,3,3,0,0,0,0,0,0,0,281.0,,281.0,,,281.0,3,0,0,0,3
a583e4b5-b529-7c95-5af3-12c551d8f5ae,2026-03-01,2,0,0,0,0,2,0,0,0,0,0,0,12.0,12.0,,,,,0,0,0,0,0
3bfaf06f-d2a8-91a6-cf67-5e6a7e82b277,2026-03-01,2,0,0,2,2,0,0,0,0,0,0,0,430.5,,430.5,,,430.5,0,0,0,0,0
d188015f-7a62-4b41-8595-8708416a1a9d,2026-03-01,5,0,0,5,5,0,0,0,0,0,0,0,478.2,,478.2,,,478.2,5,0,0,0,5
65ade57c-ab2d-f32c-6d04-ca4362bcd111,2026-03-01,34,1,0,18,19,15,0,0,0,0,0,0,137.35294117647,205.53333333333,84.84210526316,61.0,,86.22222222222,18,0,0,0,18
ca11a10f-30ef-1139-4b02-dc3ade4436bb,2026-03-01,8,1,0,7,8,0,0,0,0,0,0,0,139.25,,139.25,8.0,,158.14285714286,0,0,0,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,2026-03-01,7,1,2,4,7,0,0,0,0,0,0,0,350.57142857143,,350.57142857143,63.0,241.5,478.0,3,0,0,0,3
0549e30b-2342-f996-5b50-07c8baec82d3,2026-03-01,2,0,0,1,1,1,0,0,0,0,0,0,261.0,1.0,521.0,,,521.0,1,0,0,0,1
d02b8615-c9b2-83e9-6872-5b8a58a38c4c,2026-03-01,13,0,2,11,13,0,0,0,0,0,0,0,150.30769230769,,150.30769230769,,22.0,173.81818181818,5,0,0,0,5
87393e81-7495-669f-21ae-593bef161fec,2026-03-01,15,0,3,11,14,1,0,0,0,0,0,0,334.66666666667,1.0,358.71428571429,,305.66666666667,373.72727272727,14,0,0,3,11
0cc128b8-60e7-2d86-1000-8ed0ab803cc1,2026-03-01,1,0,0,1,1,0,0,0,0,0,0,0,143.0,,143.0,,,143.0,0,0,0,0,0
2697718a-42c6-f250-aa5e-f0f8952c062b,2026-03-01,6,0,0,6,6,0,0,0,0,0,0,0,219.33333333333,,219.33333333333,,,219.33333333333,3,0,0,0,3
a583e4b5-b529-7c95-5af3-12c551d8f5ae,2026-03-08,10,0,0,0,0,10,0,0,0,0,0,0,113.7,113.7,,,,,0,0,0,0,0
0c365306-a082-7a05-e57c-e197d23fca15,2026-03-08,2,0,0,2,2,0,0,0,0,0,0,0,32.0,,32.0,,,32.0,2,0,0,0,2
59009651-a5e1-cf24-e54d-53a39c82cd5d,2026-03-08,1,0,0,1,1,0,0,0,0,0,0,0,68.0,,68.0,,,68.0,0,0,0,0,0
50285ca2-6592-9701-2f9e-9cbbb26700ae,2026-03-08,16,3,11,2,16,0,0,0,0,0,0,0,155.5625,,155.5625,47.0,79.0,744.0,0,0,0,0,0
c2549aa3-c5ed-3cd6-1c07-aecddf125dc0,2026-03-08,1,0,0,1,1,0,0,0,0,0,0,0,52.0,,52.0,,,52.0,0,0,0,0,0
1668842b-c681-5d4f-96da-204528f82c27,2026-03-08,139,0,0,1,1,138,0,0,0,0,0,0,0.0,0.0,60.0,,,60.0,1,0,0,0,1
f0d0a9bd-433c-deeb-63e8-4a4c455202fa,2026-03-08,11,0,1,5,6,5,0,0,0,0,0,0,224.36363636364,33.6,384.66666666667,,759.0,309.8,3,0,0,0,3
eab7fde5-92c9-7ca3-00d8-38484a076bb4,2026-03-08,1,1,0,0,1,0,0,0,0,0,0,0,6.0,,6.0,6.0,,,0,0,0,0,0
abe21e26-cc0e-d6c4-f416-84aeaa58a705,2026-03-08,10,0,0,0,0,10,0,0,0,0,0,0,1729.9,1729.9,,,,,0,0,0,0,0
6e9a34df-277e-6c85-b9c2-a6d2157d7157,2026-03-08,2,0,0,2,2,0,0,0,0,0,0,0,129.0,,129.0,,,129.0,2,0,0,0,2
b7bdbd90-2944-3789-b262-645c86df4d6a,2026-03-08,11,0,8,3,11,0,0,0,0,0,0,0,890.18181818182,,890.18181818182,,493.0,1950.66666666667,0,0,0,0,0
3a56460b-84a9-d33e-7c45-c9c85440b43d,2026-03-08,2,0,0,2,2,0,0,0,0,0,0,0,476.0,,476.0,,,476.0,0,0,0,0,0
5e88ef75-87c3-3586-1c2b-456cbfa860ef,2026-03-08,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,,,,,0,0,0,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,2026-03-08,3,0,0,2,2,1,0,0,0,0,0,0,62.33333333333,14.0,87.0,,,87.0,1,1,0,0,1
254dde98-4717-2bd8-cb81-806ddf82e5ec,2026-03-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0
169d23ee-46b6-6035-1181-5a8f971e97d7,2026-03-08,30,0,1,12,13,17,0,0,0,0,0,0,609.06666666667,394.23529411765,891.38461538462,,303.0,940.66666666667,4,1,0,0,4
23fd8312-38e1-d7b8-50c7-0237873eb3c5,2026-03-08,5,0,0,5,5,0,0,0,0,0,0,0,1142.0,,1142.0,,,1142.0,5,0,0,0,5
2697718a-42c6-f250-aa5e-f0f8952c062b,2026-03-08,5,0,0,4,4,1,0,0,0,0,0,0,28.4,0.0,36.5,,,36.5,2,0,0,0,2
111dce96-54e5-5092-d900-c94e7998adeb,2026-03-08,4,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,,,,,0,0,0,0,0
87393e81-7495-669f-21ae-593bef161fec,2026-03-08,17,0,4,10,14,3,0,0,0,0,0,0,379.70588235294,11.66666666667,458.64285714286,,256.5,539.9,11,0,0,3,8
d02b8615-c9b2-83e9-6872-5b8a58a38c4c,2026-03-08,5,0,0,4,4,1,0,0,0,0,0,0,1055.2,0.0,1319.0,,,1319.0,3,0,0,0,3
734beae7-d455-e143-2c65-27f150956a7a,2026-03-08,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,,,,,0,0,0,0,0
779187a7-f95a-462b-88e2-3c2affe30386,2026-03-08,4,0,0,4,4,0,0,0,0,0,0,0,171.0,,171.0,,,171.0,4,0,0,0,4
c85d177c-5bec-d970-6162-875a6fdd1cae,2026-03-08,2,0,0,2,2,0,0,0,0,0,0,0,119.0,,119.0,,,119.0,1,0,0,0,1
0549e30b-2342-f996-5b50-07c8baec82d3,2026-03-08,3,0,0,0,0,3,0,0,0,0,0,0,212.0,212.0,,,,,0,0,0,0,0
d183e97a-3463-5739-c4c8-192b31179f95,2026-03-08,1,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,,,,,0,0,0,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,2026-03-08,4,0,1,3,4,0,0,0,0,0,0,0,432.0,,432.0,,10.0,573.0,2,0,0,0,2
65ade57c-ab2d-f32c-6d04-ca4362bcd111,2026-03-08,16,0,0,12,12,4,0,0,0,0,0,0,171.125,152.0,177.5,,,177.5,12,0,0,0,12
6f839a22-bcfd-8a3b-2e70-951c6674d89c,2026-03-08,2,0,0,2,2,0,0,0,0,0,0,0,272.0,,272.0,,,272.0,2,0,0,0,2
5cd1588b-b6ac-c38f-cc0b-b963910d377b,2026-03-08,3,0,0,0,0,3,0,0,0,0,0,0,143.66666666667,143.66666666667,,,,,0,0,0,0,0
7b68615a-bd7e-8314-b571-8b3a3970c6e7,2026-03-08,82,1,1,13,15,67,0,0,0,0,0,0,228.24390243902,14.08955223881,1210.13333333333,290.0,1255.0,1277.53846153846,13,1,1,0,12
27e807a7-26de-f724-f67b-accc6e390973,2026-03-08,1,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,,,,,0,0,0,0,0
2ad6c899-c22b-8477-5480-cba533a9b97a,2026-03-08,6,0,0,5,5,1,0,0,0,0,0,0,286.0,65.0,330.2,,,330.2,3,0,0,0,3
ab0e793c-922c-a546-1e96-a7e20fbfa785,2026-03-08,9,0,0,3,3,6,0,0,0,0,0,0,16.0,5.16666666667,39.0,,,39.0,0,0,0,0,0
1ab3ddec-7259-fae5-056b-65fb99d65601,2026-03-08,1,0,0,1,1,0,0,0,0,0,0,0,17.0,,17.0,,,17.0,1,0,0,0,1
1b9df7bf-87a9-3017-5d98-6e6b9125eec8,2026-03-08,13,0,0,13,13,0,0,0,0,0,0,0,5.53846153846,,5.53846153846,,,5.53846153846,0,0,0,0,0
432b3a6d-168a-a766-89d8-ef47a9c99084,2026-03-08,3,0,1,2,3,0,0,0,0,0,0,0,486.0,,486.0,,417.0,521.0,0,0,0,0,0
76d780bd-840a-d20b-98e0-d710b1e73125,2026-03-08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0
034a44d2-7805-0e84-b7d4-4dcb7f0f244d,2026-03-08,9,0,0,7,7,2,0,0,0,0,0,0,254.0,1.0,327.0,,,327.0,1,0,0,0,1
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,2026-03-08,6,1,0,5,6,0,1,0,0,0,1,0,878.0,,878.0,813.0,,892.0,1,0,1,0,0
6e658adc-fd2c-5e2d-4c87-36c2c1cb51c4,2026-03-08,1,0,0,0,0,1,0,0,0,0,0,0,58.0,58.0,,,,,0,1,0,0,0
4458838b-ab24-351e-3f09-56524168fdd1,2026-03-08,35,0,0,0,0,35,0,0,0,0,0,0,838.54285714286,838.54285714286,,,,,0,0,0,0,0
cd3fb6c1-e656-d32a-360a-43bb466c6ce3,2026-03-08,16,0,11,5,16,0,0,0,0,0,0,0,231.875,,231.875,,153.0,405.0,3,0,0,1,2
5e6e2926-6798-bb2d-e2af-43a71af2b580,2026-03-08,8,0,0,7,7,1,0,0,0,0,0,0,400.375,4.0,457.0,,,457.0,0,0,0,0,0
8785182c-24d6-7f79-5dc9-9ac9fd249562,2026-03-08,1,0,0,1,1,0,0,0,0,0,0,0,101.0,,101.0,,,101.0,1,0,0,0,1
65f50475-4310-c061-588a-0013c4281df5,2026-03-08,16,0,0,16,16,0,0,0,0,0,0,0,15.9375,,15.9375,,,15.9375,11,0,0,0,11
3dea74d6-6253-e63b-6a41-e1eba6cb4cda,2026-03-15,9,0,1,7,8,1,0,0,0,0,0,0,624.0,4.0,702.25,,2.0,802.57142857143,7,0,0,0,7
6f839a22-bcfd-8a3b-2e70-951c6674d89c,2026-03-15,2,0,0,2,2,0,0,0,0,0,0,0,41.5,,41.5,,,41.5,2,0,0,0,2
7b68615a-bd7e-8314-b571-8b3a3970c6e7,2026-03-15,82,1,0,36,37,45,1,0,0,0,1,0,298.65853658537,0.15555555556,672.7027027027,2065.0,,634.16666666667,34,0,1,0,33
e2e9b9bf-687b-f74c-7d45-25f37498f19b,2026-03-15,85,0,0,12,12,73,0,0,0,0,0,0,19.72941176471,4.94520547945,111.83333333333,,,111.83333333333,11,0,0,0,11
72a519ff-6d64-f497-ed4a-9e32137ef665,2026-03-15,11,0,0,2,2,9,0,0,0,0,0,0,13.0,1.0,77.0,,,77.0,2,0,0,0,2
