AgentId,TopicId,TopicName,MetricDate,Total number of sessions per topic,Total number of resolved sessions per topic,Total number of escalated sessions per topic,Total number of abandoned sessions per topic,Total number of engaged sessions per topic,Total number of unengaged sessions per topic,Number of CSAT responses per topic,Number of responses with CSAT rating of 1 per topic,Number of responses with CSAT rating of 2 per topic,Number of responses with CSAT rating of 3 per topic,Number of responses with CSAT rating of 4 per topic,Number of responses with CSAT rating of 5 per topic
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,29248aa2-bbbc-47eb-9dcc-a44753a2b159,Start Over,2026-05-10,1,0,0,1,1,0,0,0,0,0,0,0
24ae3621-8f12-e489-73f5-db224d1242d3,afaec2c6-ef6a-41d0-9f62-7ef884dd508c,Greeting,2026-05-10,1,0,0,0,1,0,1,0,0,0,0,1
65f50475-4310-c061-588a-0013c4281df5,bd2b925f-91b4-4763-b989-34b85a457716,Greeting,2026-05-10,1,0,0,1,1,0,0,0,0,0,0,0
65f50475-4310-c061-588a-0013c4281df5,a5b8554e-906e-4abd-a827-c60e5f620032,qms documentation,2026-05-17,1,0,0,1,1,0,0,0,0,0,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,900774bd-7300-486a-90c2-dfeb42aa3622,Start Over,2026-05-17,1,0,0,0,1,0,0,0,0,0,0,0
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,29248aa2-bbbc-47eb-9dcc-a44753a2b159,Start Over,2026-05-17,9,0,0,8,9,0,0,0,0,0,0,0
65ade57c-ab2d-f32c-6d04-ca4362bcd111,500ee407-50af-4e0c-9533-e1c886214cef,Greeting,2026-05-17,1,0,0,0,1,0,0,0,0,0,0,0
66a8e0a3-0107-05c0-255b-694508dc133f,0aca4130-8a61-4ce4-8e4a-5cce7b46f437,Start Over,2026-05-17,6,0,0,1,6,0,0,0,0,0,0,0
db873d50-955b-d127-c12c-5e7d2c2743ff,33c76b83-80e2-4fb4-9098-83d98b778805,Greeting,2026-05-17,1,0,0,1,1,0,0,0,0,0,0,0
65f50475-4310-c061-588a-0013c4281df5,65c369f0-f025-4aaf-90e8-b05fabb35565,questions i can ask,2026-05-17,1,0,0,1,1,0,0,0,0,0,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,3851f3a2-1072-4af5-bdd1-0719fa340401,Goodbye,2026-05-17,1,0,0,0,1,0,0,0,0,0,0,0
6f839a22-bcfd-8a3b-2e70-951c6674d89c,4889ff3e-6656-4514-a919-b558a09ae62b,Greeting,2026-05-17,1,0,0,1,1,0,0,0,0,0,0,0
630af2ca-f154-7cc9-2f4a-2b77f7e7876a,73f919fe-cfc8-4003-b21e-2e04d2a3a86c,Greeting,2026-05-17,1,0,0,1,1,0,0,0,0,0,0,0
4458838b-ab24-351e-3f09-56524168fdd1,51f1fd85-86d2-4e73-bd1b-6e05c5999721,Greeting,2026-05-17,2,0,0,2,2,0,0,0,0,0,0,0
07af3cb3-3395-6f96-006c-0b70df2ddc0c,41c2b87b-92a3-40c9-ac8b-6a3563962094,Start Over,2026-05-17,2,0,0,2,2,0,0,0,0,0,0,0
6f839a22-bcfd-8a3b-2e70-951c6674d89c,4889ff3e-6656-4514-a919-b558a09ae62b,Greeting,2026-05-24,2,0,0,2,2,0,0,0,0,0,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,30353bcc-02e2-4031-9bd5-b492fa9eb45e,Start Over,2026-05-24,3,0,0,3,3,0,0,0,0,0,0,0
aafe92e4-b32d-77f4-09ef-1d131aa5787e,a41a2b1a-3697-4f7c-a127-2626193800e2,Start Over,2026-05-24,1,0,0,1,1,0,0,0,0,0,0,0
87393e81-7495-669f-21ae-593bef161fec,8b4d5c77-7f30-457c-b0a4-54eab9ad7289,Trigger_Welcome_Message,2026-05-24,3,0,0,3,3,0,0,0,0,0,0,0
07af3cb3-3395-6f96-006c-0b70df2ddc0c,41c2b87b-92a3-40c9-ac8b-6a3563962094,Start Over,2026-05-24,1,0,0,1,1,0,0,0,0,0,0,0
65f50475-4310-c061-588a-0013c4281df5,65c369f0-f025-4aaf-90e8-b05fabb35565,questions i can ask,2026-05-24,2,0,0,2,2,0,0,0,0,0,0,0
2e5e5060-4c1f-f82d-e28d-09f2d901c49a,e5e6767a-dc3c-4790-9136-7be29b7dc4ab,Start Over,2026-05-24,2,0,0,2,2,0,0,0,0,0,0,0
1ab3ddec-7259-fae5-056b-65fb99d65601,7837d0c0-1f6d-4aac-8c87-a7ff7626609a,Greeting,2026-05-24,1,0,0,1,1,0,0,0,0,0,0,0
