AgentId,ActionSchemaName,MetricDate,Total Runs per action,Number of successful actions in runs,Number of actions in successful runs,Number of successful actions in successful runs
ae1d0e66-b31b-4998-0714-fb17703e1f21,auto_agent_xfbks.action.Office365Outlook-AssignsanOutlookcategory,2026-04-12,180,64,63,63
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,copilots_header_d2c0d.action.ServiceNow-ListRecords,2026-04-12,3,2,0,0
35b60863-5ea2-8181-3a6d-8e6d672db7ea,crad4_sharePointOrderNumberValidator.action.SharePoint-Getfilecontent,2026-04-12,21,21,21,21
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,copilots_header_d2c0d.action.ServiceNow-CreateRecord,2026-04-12,4,4,0,0
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,copilots_header_d2c0d.action.ServiceNow-GetKnowledgeArticles,2026-04-19,19,19,0,0
3f0a5559-0596-3fe5-aa0f-59899cb9169f,crad4_leaNaLeadNotifierAgent.action.Office365Outlook-SendanemailV2,2026-04-19,131,131,131,131
ae1d0e66-b31b-4998-0714-fb17703e1f21,auto_agent_xfbks.action.Office365Outlook-AssignsanOutlookcategory,2026-04-19,160,55,55,55
ce2d34f5-959c-32c2-14d7-cb80d1052b83,cre4a_regulatoryDev.action.AzureDevOps-Getworkitemdetails,2026-04-19,1,0,0,0
98e53774-1f18-e88c-9de2-07331d654981,crad4_uiPathErrorHelper.action.MicrosoftTeams-Replywithamessageinachannel,2026-04-19,15,0,0,0
35b60863-5ea2-8181-3a6d-8e6d672db7ea,crad4_sharePointOrderNumberValidator.action.SharePoint-Getfilecontent,2026-04-19,38,38,38,38
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,copilots_header_d2c0d.action.ServiceNow-ListRecords,2026-04-19,3,3,0,0
33e839ea-074e-e138-16dc-4a867812860d,crad4_competitiveIntelAgent.action.Office365Outlook-SendanemailV2,2026-04-19,7,7,7,7
b7b409ca-6516-2e27-a5b2-e7c823fa4654,crad4_irishGrantsResearchAgent.action.Office365Outlook-SendanemailV2,2026-04-19,1,1,1,1
ca046bd6-e1f2-5794-a120-332ca9cf8295,crad4_migrationFluxPowerAutomate.action.MicrosoftTeams-Publierlemessagedansuneconversationinstantane,2026-04-19,17,0,0,0
f61d148c-76e6-3001-55a8-ee4ca47ace11,crad4_inboxTaskManager.action.Planner-Createatask~ListGroups,2026-04-19,254,254,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,cr2df_agent.action.SQLServer-ExecuteaSQLqueryV2_Tkt,2026-04-19,11,7,0,0
f61d148c-76e6-3001-55a8-ee4ca47ace11,crad4_inboxTaskManager.action.Planner-Createatask,2026-04-19,287,0,0,0
df66b318-4bbd-6dcb-d6dd-6aaf07eb7275,crad4_agentTm9sB-.action.SQLServer-ExecuteaSQLqueryV2,2026-04-19,1,1,0,0
ca046bd6-e1f2-5794-a120-332ca9cf8295,crad4_migrationFluxPowerAutomate.action.Office365Outlook-EnvoyerunerequteHTTP,2026-04-19,1,0,0,0
b7b409ca-6516-2e27-a5b2-e7c823fa4654,crad4_irishGrantsResearchAgent.action.Office365Outlook-SendanemailV2,2026-04-26,1,1,1,1
33e839ea-074e-e138-16dc-4a867812860d,crad4_competitiveIntelAgent.action.Office365Outlook-SendanemailV2,2026-04-26,7,7,7,7
f61d148c-76e6-3001-55a8-ee4ca47ace11,crad4_inboxTaskManager.action.Planner-Createatask~ListGroups,2026-04-26,62,62,0,0
ca046bd6-e1f2-5794-a120-332ca9cf8295,crad4_migrationFluxPowerAutomate.action.MicrosoftTeams-Publierlemessagedansuneconversationinstantane,2026-04-26,9,0,0,0
f61d148c-76e6-3001-55a8-ee4ca47ace11,crad4_inboxTaskManager.action.Planner-Createatask,2026-04-26,250,0,0,0
ca046bd6-e1f2-5794-a120-332ca9cf8295,crad4_migrationFluxPowerAutomate.action.Office365Outlook-EnvoyerunerequteHTTP,2026-04-26,4,0,0,0
df66b318-4bbd-6dcb-d6dd-6aaf07eb7275,crad4_agentTm9sB-.action.SQLServer-ExecuteaSQLqueryV2,2026-04-26,90,87,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,cr2df_agent.action.SQLServer-ExecuteaSQLqueryV2_TGy,2026-04-26,7,1,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,cr2df_agent.action.SQLServer-ExecuteaSQLqueryV2_Tkt,2026-04-26,13,13,0,0
ae1d0e66-b31b-4998-0714-fb17703e1f21,auto_agent_xfbks.action.Office365Outlook-AssignsanOutlookcategory,2026-04-26,175,63,62,62
ce2d34f5-959c-32c2-14d7-cb80d1052b83,cre4a_regulatoryDev.action.AzureDevOps-Getworkitemdetails,2026-04-26,4,0,0,0
cf990179-095f-576b-1d8d-e7811941904c,crad4_scoutAccountAssistant.action.AzureSQLDataWarehouse-ExecuteaSQLqueryV2_mZc,2026-04-26,10,10,0,0
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,copilots_header_d2c0d.action.ServiceNow-CreateRecord,2026-04-26,2,2,0,0
35b60863-5ea2-8181-3a6d-8e6d672db7ea,crad4_sharePointOrderNumberValidator.action.SharePoint-Getfilecontent,2026-04-26,19,19,19,19
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,copilots_header_d2c0d.action.ServiceNow-GetKnowledgeArticles,2026-04-26,26,25,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,cr2df_agent.action.SQLServer-ExecuteaSQLqueryV2_2wZ,2026-04-26,16,14,0,0
3f0a5559-0596-3fe5-aa0f-59899cb9169f,crad4_leaNaLeadNotifierAgent.action.Office365Outlook-SendanemailV2,2026-04-26,240,240,240,240
f61d148c-76e6-3001-55a8-ee4ca47ace11,crad4_inboxTaskManager.action.Planner-Createatask~ListGroups,2026-05-03,67,67,0,0
886be1cd-d374-b473-eb5e-5e44351e0f6c,crad4_smrTestEngrTeamAgent.action.WordOnlineBusiness-CreateaMicrosoftWorddocumentwiththegivencontent,2026-05-03,1,1,0,0
ca046bd6-e1f2-5794-a120-332ca9cf8295,crad4_migrationFluxPowerAutomate.action.MicrosoftTeams-Publierlemessagedansuneconversationinstantane,2026-05-03,10,0,0,0
b7b409ca-6516-2e27-a5b2-e7c823fa4654,crad4_irishGrantsResearchAgent.action.Office365Outlook-SendanemailV2,2026-05-03,1,1,1,1
33e839ea-074e-e138-16dc-4a867812860d,crad4_competitiveIntelAgent.action.Office365Outlook-SendanemailV2,2026-05-03,7,7,7,7
343157b6-56bb-b51b-9809-7dfc3ec5bef1,crad4_ADOAgent.action.GetADOEpicsandFeatures,2026-05-03,9,3,0,0
ca046bd6-e1f2-5794-a120-332ca9cf8295,crad4_migrationFluxPowerAutomate.action.Office365Outlook-EnvoyerunerequteHTTP,2026-05-03,5,0,0,0
df66b318-4bbd-6dcb-d6dd-6aaf07eb7275,crad4_agentTm9sB-.action.SQLServer-ExecuteaSQLqueryV2,2026-05-03,249,229,0,0
db873d50-955b-d127-c12c-5e7d2c2743ff,cr2df_projectCostEstimator.action.Sizing_FLOW_A,2026-05-03,26,18,0,0
f61d148c-76e6-3001-55a8-ee4ca47ace11,crad4_inboxTaskManager.action.Planner-Createatask,2026-05-03,260,0,0,0
343157b6-56bb-b51b-9809-7dfc3ec5bef1,crad4_ADOAgent.action.Untitled_CKB,2026-05-03,2,2,0,0
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,copilots_header_d2c0d.action.ServiceNow-GetKnowledgeArticles,2026-05-03,15,15,0,0
343157b6-56bb-b51b-9809-7dfc3ec5bef1,crad4_ADOAgent.action.ADOFlow,2026-05-03,3,3,0,0
24ae3621-8f12-e489-73f5-db224d1242d3,cr2df_DAsizingEstimator.action.Sizing_FLOW_A,2026-05-03,6,6,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,cr2df_agent.action.SQLServer-ExecuteaSQLqueryV2_2wZ,2026-05-03,1,1,0,0
343157b6-56bb-b51b-9809-7dfc3ec5bef1,crad4_ADOAgent.action.Untitled,2026-05-03,3,3,0,0
3f0a5559-0596-3fe5-aa0f-59899cb9169f,crad4_leaNaLeadNotifierAgent.action.Office365Outlook-SendanemailV2,2026-05-03,6,6,6,6
48e2700a-e001-847c-88f2-a2f32ed56e64,cua_agent_VT_mT.action.Computeruse-Computeruse~ExecuteCUA,2026-05-03,1,1,0,0
ce2d34f5-959c-32c2-14d7-cb80d1052b83,cre4a_regulatoryDev.action.AzureDevOps-Getworkitemdetails,2026-05-03,8,0,0,0
ae1d0e66-b31b-4998-0714-fb17703e1f21,auto_agent_xfbks.action.Office365Outlook-AssignsanOutlookcategory,2026-05-03,157,59,59,59
c1d785ec-e2bb-dc03-9846-c37f96ab665f,ca_agentPwBTCv.action.IntegrationDataFlow,2026-05-03,4,4,0,0
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,copilots_header_d2c0d.action.ServiceNow-CreateRecord,2026-05-03,2,2,0,0
35b60863-5ea2-8181-3a6d-8e6d672db7ea,crad4_sharePointOrderNumberValidator.action.SharePoint-Getfilecontent,2026-05-03,17,17,17,17
d016454a-df0f-bde2-ca7b-966e23c4bd35,cr2df_agent.action.SQLServer-ExecuteaSQLqueryV2_Tkt,2026-05-03,1,1,0,0
b7b409ca-6516-2e27-a5b2-e7c823fa4654,crad4_irishGrantsResearchAgent.action.Office365Outlook-SendanemailV2,2026-05-10,1,1,1,1
33e839ea-074e-e138-16dc-4a867812860d,crad4_competitiveIntelAgent.action.Office365Outlook-SendanemailV2,2026-05-10,7,7,7,7
f61d148c-76e6-3001-55a8-ee4ca47ace11,crad4_inboxTaskManager.action.Planner-Createatask~ListGroups,2026-05-10,133,133,0,0
3700af0b-5279-d5ef-2aca-92c5c507e85c,crad4_agentqsNQhk.action.AzureSQLDataWarehouse-ExecuteaSQLqueryV2,2026-05-10,2,1,0,0
ca046bd6-e1f2-5794-a120-332ca9cf8295,crad4_migrationFluxPowerAutomate.action.MicrosoftTeams-Publierlemessagedansuneconversationinstantane,2026-05-10,4,0,0,0
f61d148c-76e6-3001-55a8-ee4ca47ace11,crad4_inboxTaskManager.action.Planner-Createatask,2026-05-10,297,0,0,0
343157b6-56bb-b51b-9809-7dfc3ec5bef1,crad4_ADOAgent.action.Untitled_CKB,2026-05-10,1,1,0,0
343157b6-56bb-b51b-9809-7dfc3ec5bef1,crad4_ADOAgent.action.GetADOEpicsandFeatures,2026-05-10,1,1,0,0
df66b318-4bbd-6dcb-d6dd-6aaf07eb7275,crad4_agentTm9sB-.action.SQLServer-ExecuteaSQLqueryV2,2026-05-10,117,108,0,0
df66b318-4bbd-6dcb-d6dd-6aaf07eb7275,crad4_agentTm9sB-.action.OneDriveforBusiness-Createfile,2026-05-10,12,8,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,cr2df_agent.action.SQLServer-ExecuteaSQLqueryV2_ADC,2026-05-10,1,1,0,0
dd84d358-e88c-1e33-c093-90ff17ed4367,copilots_header_c96db.action.Office365Outlook-GetemailsV3,2026-05-10,1,1,0,0
e4cf2d10-ba29-5a61-46d6-73c2eb8aa7c7,crad4_GQOTestCaseGuidelines.action.AzureDevOps-Getworkitemdetails,2026-05-10,1,1,0,0
24ae3621-8f12-e489-73f5-db224d1242d3,cr2df_DAsizingEstimator.action.Office365Outlook-SendanemailV2,2026-05-10,3,3,0,0
ae1d0e66-b31b-4998-0714-fb17703e1f21,auto_agent_xfbks.action.Office365Outlook-AssignsanOutlookcategory,2026-05-10,166,52,52,52
cf990179-095f-576b-1d8d-e7811941904c,crad4_scoutAccountAssistant.action.AzureSQLDataWarehouse-ExecuteaSQLqueryV2_mZc,2026-05-10,1,1,0,0
3700af0b-5279-d5ef-2aca-92c5c507e85c,crad4_agentqsNQhk.action.AzureSQLDataWarehouse-ExecuteaSQLqueryV2_REF,2026-05-10,1,0,0,0
c1d785ec-e2bb-dc03-9846-c37f96ab665f,ca_agentPwBTCv.action.IntegrationDataFlow,2026-05-10,3,1,0,0
35b60863-5ea2-8181-3a6d-8e6d672db7ea,crad4_sharePointOrderNumberValidator.action.SharePoint-Getfilecontent,2026-05-10,14,14,14,14
343157b6-56bb-b51b-9809-7dfc3ec5bef1,crad4_ADOAgent.action.ADOFlow,2026-05-10,1,1,0,0
24ae3621-8f12-e489-73f5-db224d1242d3,cr2df_DAsizingEstimator.action.Sizing_FLOW_A,2026-05-10,5,5,0,0
343157b6-56bb-b51b-9809-7dfc3ec5bef1,crad4_ADOAgent.action.Untitled,2026-05-10,2,2,0,0
3f0a5559-0596-3fe5-aa0f-59899cb9169f,crad4_leaNaLeadNotifierAgent.action.Office365Outlook-SendanemailV2,2026-05-10,42,42,42,42
3f0a5559-0596-3fe5-aa0f-59899cb9169f,crad4_leaNaLeadNotifierAgent.action.Office365Outlook-SendanemailV2,2026-05-17,16,16,16,16
24ae3621-8f12-e489-73f5-db224d1242d3,cr2df_DAsizingEstimator.action.Sizing_FLOW_A,2026-05-17,16,16,0,0
35b60863-5ea2-8181-3a6d-8e6d672db7ea,crad4_sharePointOrderNumberValidator.action.SharePoint-Getfilecontent,2026-05-17,12,12,12,12
98e53774-1f18-e88c-9de2-07331d654981,crad4_uiPathErrorHelper.action.MicrosoftTeams-Replywithamessageinachannel,2026-05-17,2,0,0,0
ee09da14-3ee6-0467-4605-21b8b4001d3b,ca_agentH1glac.action.Office365Outlook-SendanemailV2,2026-05-17,2,2,0,0
ae1d0e66-b31b-4998-0714-fb17703e1f21,auto_agent_xfbks.action.Office365Outlook-AssignsanOutlookcategory,2026-05-17,215,95,94,94
24ae3621-8f12-e489-73f5-db224d1242d3,cr2df_DAsizingEstimator.action.Office365Outlook-SendanemailV2,2026-05-17,13,11,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,cr2df_agent.action.SQLServer-ExecuteaSQLqueryV2_2wZ,2026-05-17,4,4,0,0
e4cf2d10-ba29-5a61-46d6-73c2eb8aa7c7,crad4_GQOTestCaseGuidelines.action.AzureDevOps-Getworkitemdetails,2026-05-17,1,1,0,0
b807ae80-0f35-cbe4-ff72-3379c80c3a90,auto_agent_-KW4K.action.GetMyClients,2026-05-17,1,1,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,cr2df_agent.action.SQLServer-ExecuteaSQLqueryV2_ADC,2026-05-17,18,15,0,0
343157b6-56bb-b51b-9809-7dfc3ec5bef1,crad4_ADOAgent.action.GetADOEpicsandFeatures,2026-05-17,7,0,0,0
ca046bd6-e1f2-5794-a120-332ca9cf8295,crad4_migrationFluxPowerAutomate.action.Office365Outlook-EnvoyerunerequteHTTP,2026-05-17,2,0,0,0
df66b318-4bbd-6dcb-d6dd-6aaf07eb7275,crad4_agentTm9sB-.action.SQLServer-ExecuteaSQLqueryV2,2026-05-17,140,133,0,0
db873d50-955b-d127-c12c-5e7d2c2743ff,cr2df_projectCostEstimator.action.Sizing_FLOW_A,2026-05-17,2,0,0,0
f61d148c-76e6-3001-55a8-ee4ca47ace11,crad4_inboxTaskManager.action.Planner-Createatask,2026-05-17,333,70,0,0
f61d148c-76e6-3001-55a8-ee4ca47ace11,crad4_inboxTaskManager.action.Planner-Createatask~ListGroups,2026-05-17,58,58,0,0
d016454a-df0f-bde2-ca7b-966e23c4bd35,cr2df_agent.action.SQLServer-ExecuteaSQLqueryV2_Tkt,2026-05-17,9,7,0,0
ca046bd6-e1f2-5794-a120-332ca9cf8295,crad4_migrationFluxPowerAutomate.action.MicrosoftTeams-Publierlemessagedansuneconversationinstantane,2026-05-17,6,0,0,0
b7b409ca-6516-2e27-a5b2-e7c823fa4654,crad4_irishGrantsResearchAgent.action.Office365Outlook-SendanemailV2,2026-05-17,1,1,1,1
33e839ea-074e-e138-16dc-4a867812860d,crad4_competitiveIntelAgent.action.Office365Outlook-SendanemailV2,2026-05-17,7,7,7,7
24ae3621-8f12-e489-73f5-db224d1242d3,cr2df_DAsizingEstimator.action.Office365Outlook-SendanemailV2,2026-05-24,4,4,0,0
2e5e5060-4c1f-f82d-e28d-09f2d901c49a,copilots_header_d2c0d.action.ServiceNow-GetKnowledgeArticles,2026-05-24,14,14,0,0
ca046bd6-e1f2-5794-a120-332ca9cf8295,crad4_migrationFluxPowerAutomate.action.MicrosoftTeams-Publierlemessagedansuneconversationinstantane,2026-05-24,9,0,0,0
33e839ea-074e-e138-16dc-4a867812860d,crad4_competitiveIntelAgent.action.Office365Outlook-SendanemailV2,2026-05-24,7,7,7,7
b7b409ca-6516-2e27-a5b2-e7c823fa4654,crad4_irishGrantsResearchAgent.action.Office365Outlook-SendanemailV2,2026-05-24,1,1,1,1
df66b318-4bbd-6dcb-d6dd-6aaf07eb7275,crad4_agentTm9sB-.action.SQLServer-ExecuteaSQLqueryV2,2026-05-24,19,17,0,0
ca046bd6-e1f2-5794-a120-332ca9cf8295,crad4_migrationFluxPowerAutomate.action.Office365Outlook-EnvoyerunerequteHTTP,2026-05-24,3,0,0,0
f61d148c-76e6-3001-55a8-ee4ca47ace11,crad4_inboxTaskManager.action.Planner-Createatask,2026-05-24,170,78,0,0
a7f32d9d-7ed5-e83b-e100-04b87adeabcd,copilots_header_d2c0d.action.ServiceNow-GetKnowledgeArticles,2026-05-24,1,1,0,0
24ae3621-8f12-e489-73f5-db224d1242d3,cr2df_DAsizingEstimator.action.Sizing_FLOW_A,2026-05-24,5,5,0,0
78ced8cc-bafa-8ffb-66f7-d4e32a37ad11,crad4_jiraProjectDataFetcher.action.JiratoCoPilot,2026-05-24,2,2,0,0
ae1d0e66-b31b-4998-0714-fb17703e1f21,auto_agent_xfbks.action.Office365Outlook-AssignsanOutlookcategory,2026-05-24,173,60,60,60
35b60863-5ea2-8181-3a6d-8e6d672db7ea,crad4_sharePointOrderNumberValidator.action.SharePoint-Getfilecontent,2026-05-24,16,16,16,16
d3cb791b-8d4c-c498-cdf1-92bee53fab43,crad4_TestFlowIntelligenceAgent.action.Flow1,2026-05-24,9,6,0,0
